product-category,ProductName,price,brand,Description,ImageURL,,,
Come-Alongs-Chain-Hoists,Jet Tools - JET287302 MFG Part # 287302,$258.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Innovative brake wear indicator provides a visual indication when the friction disks are worn and need replacing</li> <li>Improved easy free chain design is a two-step, no load, free chaining system</li> <li>Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security</li> <li>Industrial rated alloy steel hooks rotate 360º for easy rigging</li> <li>Redesigned ergonomic grip allows for greater operator control and increased comfort</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLP-A Series lever hoists combine safety, reliability, and durability  that are designed to perform in light to medium-duty industrial  applications. The patented Brake Wear Indicator increases safety by  letting you know when to replace the friction disks. JET® also offers  the option of shipyard hooks, virtually eliminating stretched hooks  caused by point or tip loading. The JET® JLP-A lever hoist is available  in ¼ ton to 6 ton capacities with standard lifts of 5, 10, 15, and 20  feet (custom lifts available). The JET® JLP-A Series is the perfect  choice for a contractor grade lever hoist.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET287302-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools JET287303,$272.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>NEW! Innovative brake wear indicator provides a visual indication when the friction disks are worn and need replacing</li> <li>NEW! JET’s improved easy free chain design is a two-step, no load, free chaining system. The system permits quicker hoist positioning and take up of slack chain, and is engineered not to free chain under load</li> <li>The Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security and increased safety</li> <li>Industrial rated alloy steel hooks rotate 360 degrees for easy rigging and slowly stretch to indicate an overload situation</li> <li>NEW! Redesigned ergonomic grip allows for greater operator control and increased comfort</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLP-A Series lever hoists combine safety, reliability, and durability  that are designed to perform in light to medium-duty industrial  applications. The patented Brake Wear Indicator increases safety by  letting you know when to replace the friction disks. JET® also offers  the option of shipyard hooks, virtually eliminating stretched hooks  caused by point or tip loading. The JET® JLP-A lever hoist is available  in ¼ ton to 6 ton capacities with standard lifts of 5, 10, 15, and 20  feet (custom lifts available). The JET® JLP-A Series is the perfect  choice for a contractor grade lever hoist.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET287303-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,American Gage - AMG407-20 MFG Part # 407-20,$279.58,American,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p><ul><li>Thick steel construction</li><li>Drop forged safety hooks</li><li>Heat treated</li><li>Triple geared</li><li>20 foot lift</li></ul><p><span style=""font-size:9.0pt;line-height:107%;font-family:'Verdana',sans-serif;color:black;"">American  Power Pull 407-20 .75 Ton Chain Block with 20' Lift has drop forged  safety hooks with a thick steel construction. It is heat treated and has  triple gears. Easily portable and designed to operate under rugged  conditions.</span></p><p></p><p></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/AMG407-20-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools JET376101,$310.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Backed by a lifetime replacement warranty, JET’s revolutionary single-piece brake design fuses the three components into the safest brake system in the market</li> <li>NEW! All JLH-Series Lever Hoists come with slip clutch style overload protection that prevents lifting or pulling damaging loads beyond the rated capacity of the hoist and when triggered, the overload protection can be reset on site</li> <li>Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security</li> <li>NEW! JET’s improved easy free chain design is a two-step, no load, free chaining system. The system permits quicker hoist positioning and take up of slack chain. And it is engineered not to free chain under load</li> <li>NEW! The patented, advanced offset handle design allows for extra clearance between the operator's hand and the load chain</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLH Series Lever Hoists incorporate safety, durability, and heavy duty  construction for operation in severe industrial environments. Safety  comes standard with features such as overload protection, which prevents  the lever hoist from lifting or pulling damaging loads beyond its rated  capacity. The JET® JLH Series is available in ¼ ton to 9 ton  capacities, with standard lifts of 5, 10, 15, and 20 feet (custom lifts  available). Whether it’s inverted, vertical, horizontal, or any other  load angle, the JET® JLH lever hoist is the solution for your heavy-duty  industrial needs.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET376100-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools JET376200,$327.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Backed by a lifetime replacement warranty, JET’s revolutionary single-piece brake design fuses the three components into the safest brake system in the market</li> <li>NEW! All JLH-Series Lever Hoists come with slip clutch style overload protection that prevents lifting or pulling damaging loads beyond the rated capacity of the hoist and when triggered, the overload protection can be reset on site</li> <li>Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security</li> <li>NEW! JET’s improved easy free chain design is a two-step, no load, free chaining system. The system permits quicker hoist positioning and take up of slack chain. And it is engineered not to free chain under load</li> <li>NEW! The patented, advanced offset handle design allows for extra clearance between the operator's hand and the load chain</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLH Series Lever Hoists incorporate safety, durability, and heavy duty  construction for operation in severe industrial environments. Safety  comes standard with features such as overload protection, which prevents  the lever hoist from lifting or pulling damaging loads beyond its rated  capacity. The JET® JLH Series is available in ¼ ton to 9 ton  capacities, with standard lifts of 5, 10, 15, and 20 feet (custom lifts  available). Whether it’s inverted, vertical, horizontal, or any other  load angle, the JET® JLH lever hoist is the solution for your heavy-duty  industrial needs.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET376200-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools - JET287402 MFG Part # 287402,$327.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>NEW! Innovative brake wear indicator provides a visual indication when the friction disks are worn and need replacing</li> <li>NEW! JET’s improved easy free chain design is a two-step, no load, free chaining system. The system permits quicker hoist positioning and take up of slack chain, and is engineered not to free chain under load</li> <li>The Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security and increased safety</li> <li>Industrial rated alloy steel hooks rotate 360 degrees for easy rigging and slowly stretch to indicate an overload situation</li> <li>NEW! Redesigned ergonomic grip allows for greater operator control and increased comfort</li> </ul> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLP-A Series lever hoists combine safety, reliability, and durability  that are designed to perform in light to medium-duty industrial  applications. The patented Brake Wear Indicator increases safety by  letting you know when to replace the friction disks. JET® also offers  the option of shipyard hooks, virtually eliminating stretched hooks  caused by point or tip loading. The JET® JLP-A lever hoist is available  in ¼ ton to 6 ton capacities with standard lifts of 5, 10, 15, and 20  feet (custom lifts available). The JET® JLP-A Series is the perfect  choice for a contractor grade lever hoist.</span></p> <p><strong>Not available for sale in Canada.</strong></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET287402-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools JET376101,$333.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Backed by a lifetime replacement warranty, JET’s revolutionary single-piece brake design fuses the three components into the safest brake system in the market</li> <li>NEW! All JLH-Series Lever Hoists come with slip clutch style overload protection that prevents lifting or pulling damaging loads beyond the rated capacity of the hoist and when triggered, the overload protection can be reset on site</li> <li>Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security</li> <li>NEW! JET’s improved easy free chain design is a two-step, no load, free chaining system. The system permits quicker hoist positioning and take up of slack chain. And it is engineered not to free chain under load</li> <li>NEW! The patented, advanced offset handle design allows for extra clearance between the operator's hand and the load chain</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLH Series Lever Hoists incorporate safety, durability, and heavy duty  construction for operation in severe industrial environments. Safety  comes standard with features such as overload protection, which prevents  the lever hoist from lifting or pulling damaging loads beyond its rated  capacity. The JET® JLH Series is available in ¼ ton to 9 ton  capacities, with standard lifts of 5, 10, 15, and 20 feet (custom lifts  available). Whether it’s inverted, vertical, horizontal, or any other  load angle, the JET® JLH lever hoist is the solution for your heavy-duty  industrial needs.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET376101-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools - JET376201 MFG Part # 376201,$345.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Patented fused brake design with proven durability with a lifetime warranty</li> <li>Slip clutch design overload protection prevents lifting or pulling damaging loads</li> <li>Weston Style, double pawl brake design splits the load to opposite sides of the ratchet gear for greater load security</li> <li>Safety</li> <li>1 JLH-100WO-10 Lever Hoist</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET376201-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools JET287404,$350.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>NEW! Innovative brake wear indicator provides a visual indication when the friction disks are worn and need replacing</li> <li>NEW! JET’s improved easy free chain design is a two-step, no load, free chaining system. The system permits quicker hoist positioning and take up of slack chain, and is engineered not to free chain under load</li> <li>The Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security and increased safety</li> <li>Industrial rated alloy steel hooks rotate 360 degrees for easy rigging and slowly stretch to indicate an overload situation</li> <li>NEW! Redesigned ergonomic grip allows for greater operator control and increased comfort</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLP-A Series lever hoists combine safety, reliability, and durability  that are designed to perform in light to medium-duty industrial  applications. The patented Brake Wear Indicator increases safety by  letting you know when to replace the friction disks. JET® also offers  the option of shipyard hooks, virtually eliminating stretched hooks  caused by point or tip loading. The JET® JLP-A lever hoist is available  in ¼ ton to 6 ton capacities with standard lifts of 5, 10, 15, and 20  feet (custom lifts available). The JET® JLP-A Series is the perfect  choice for a contractor grade lever hoist.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET287403-1.jpg?v-cache=1570177117,,,
Come-Alongs-Chain-Hoists,Jet Tools JET376102,$360.99,Jet,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Backed by a lifetime replacement warranty, JET’s revolutionary single-piece brake design fuses the three components into the safest brake system in the market</li> <li>NEW! All JLH-Series Lever Hoists come with slip clutch style overload protection that prevents lifting or pulling damaging loads beyond the rated capacity of the hoist and when triggered, the overload protection can be reset on site</li> <li>Weston style double ratchet pawl brake design splits the load to opposite sides of the ratchet gear for greater load security</li> <li>NEW! JET’s improved easy free chain design is a two-step, no load, free chaining system. The system permits quicker hoist positioning and take up of slack chain. And it is engineered not to free chain under load</li> <li>NEW! The patented, advanced offset handle design allows for extra clearance between the operator's hand and the load chain</li> </ul> <p><strong>Not available for sale in Canada.</strong></p> <p><span style=""color: rgb(88, 89, 91); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">JET®  JLH Series Lever Hoists incorporate safety, durability, and heavy duty  construction for operation in severe industrial environments. Safety  comes standard with features such as overload protection, which prevents  the lever hoist from lifting or pulling damaging loads beyond its rated  capacity. The JET® JLH Series is available in ¼ ton to 9 ton  capacities, with standard lifts of 5, 10, 15, and 20 feet (custom lifts  available). Whether it’s inverted, vertical, horizontal, or any other  load angle, the JET® JLH lever hoist is the solution for your heavy-duty  industrial needs.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JET376102-1.jpg?v-cache=1570177117,,,
